停课不停学,#genre#
山东卫视,http://39.134.39.39/TVOD/88888888/224/3221226162/index.m3u8
山东卫视,rtsp://183.252.173.190:554/PLTV/88888888/224/3221226090/10000100000000060000000002296928_0.smil
江西卫视,http://183.207.248.71:80/cntv/live1/jiangxistv/jiangxistv
江西卫视,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225710/1/index.m3u8?fmt=ts2hls
江西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225705/index.m3u8
黑龙江卫视,http://183.207.248.71:80/cntv/live1/HD-8000k-1080P-heilongjiangstv/HD-8000k-1080P-heilongjiangstv
天津卫视,http://39.134.134.84/000000001000/1000000001000000831/index.m3u8?channel-id=ystenlive
天津卫视,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225756/1/index.m3u8?fmt=ts2hls
天津卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225698/index.m3u8
天津卫视,http://39.134.19.68:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226204/index.m3u8
天津卫视,http://39.134.39.39/TVOD/88888888/224/3221226191/index.m3u8
安徽卫视,http://117.148.179.177/PLTV/88888888/224/3221230215/index.m3u8
四川卫视,http://117.148.179.142/PLTV/88888888/224/3221231885/index.m3u8
四川卫视,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225757/1/index.m3u8?fmt=ts2hls
黑龙江卫视,http://117.148.179.141/PLTV/88888888/224/3221231967/index.m3u8
黑龙江卫视,http://39.134.134.84/000000001000/1000000001000009082/index.m3u8?channel-id=ystenlive
黑龙江卫视,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225758/1/index.m3u8?fmt=ts2hls
黑龙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225690/index.m3u8
黑龙江卫视,http://39.134.39.39/TVOD/88888888/224/3221226142/index.m3u8
黑龙江卫视,rtsp://183.252.173.190:554/PLTV/88888888/224/3221226087/10000100000000060000000002296926_0.smil
辽宁卫视,http://117.148.179.152/PLTV/88888888/224/3221231802/index.m3u8
辽宁卫视,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225717/1/index.m3u8?fmt=ts2hls
辽宁卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225696/index.m3u8
重庆卫视,http://39.134.134.84/000000001000/1000000002000018937/index.m3u8?channel-id=ystenlive
重庆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225692/index.m3u8
重庆卫视,http://39.134.39.39/TVOD/88888888/224/3221226280/index.m3u8
贵州卫视,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225776/1/index.m3u8?fmt=ts2hls
贵州卫视,http://39.134.39.39/TVOD/88888888/224/3221226276/index.m3u8
贵州卫视,rtsp://183.252.173.190:554/PLTV/88888888/224/3221226126/10000100000000060000000002434541_0.smil
河北卫视,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225713/1/index.m3u8?fmt=ts2hls
河北卫视,rtsp://183.252.173.190:554/PLTV/88888888/224/3221226111/10000100000000060000000002310153_0.smil
河南卫视,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225709/1/index.m3u8?fmt=ts2hls
河南卫视,rtsp://183.252.173.190:554/PLTV/88888888/224/3221226076/10000100000000060000000002296917_0.smil
吉林卫视,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225753/1/index.m3u8?fmt=ts2hls
甘肃卫视,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225755/1/index.m3u8?fmt=ts2hls
海峡卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226128/10000100000000060000000002434539_0.smil

地方频道,#genre#
北京卫视,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s1/index.m3u8?
北京文艺,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s2/index.m3u8?
北京科教,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s3/index.m3u8?
北京影视,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s4/index.m3u8?
北京财经,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s5/index.m3u8?
北京生活,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s7/index.m3u8?
北京东奥,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s7/index.m3u8?
北京青年,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s8/index.m3u8?
北京新闻,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s9/index.m3u8?
北京卡酷少儿,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s10/index.m3u8?
南京教科频道,http://live.nbs.cn/channels/njtv/jkpd/m3u8:500k/live.m3u8
南京少儿频道,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
南京生活频道,http://live.nbs.cn/channels/njtv/shpd/m3u8:500k/live.m3u8
南京十八频道,http://live.nbs.cn/channels/njtv/sbpd/m3u8:500k/live.m3u8
南京新闻综合,http://live.nbs.cn/channels/njtv/xwzh/m3u8:500k/live.m3u8
南京娱乐频道,http://live.nbs.cn/channels/njtv/ylpd/m3u8:500k/live.m3u8
南京信息频道,http://live.nbs.cn/channels/njtv/xxpd/m3u8:500k/live.m3u8
浙江钱江频道,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江教科影视,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江公共新闻,http://hw-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江少儿频道,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江留学世界,http://hw-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8
浙江国际频道,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
广州综合,https://119.96.70.235/aplay.gztv.com/sec/zhonghe.m3u8
广州新闻,https://119.96.70.235/aplay.gztv.com/sec/xinwen.m3u8
广州法治,https://119.96.70.235/aplay.gztv.com/sec/fazhi.m3u8
广州竞赛,https://119.96.70.235/aplay.gztv.com/sec/jingsai.m3u8
广州影视,https://119.96.70.235/aplay.gztv.com/sec/yingshi.m3u8
广州南国都市,https://119.96.70.235/aplay.gztv.com/sec/shenghuos.m3u8
广东综艺,http://111.161.121.214/nclive.grtn.cn/4K/sd/live.m3u8

港澳其他,#genre#
凤凰资讯,https://al-pull2.hkatv.vip/live/phoenixPIN.m3u8
凤凰中文,https://al-pull2.hkatv.vip/live/phoenixPCC.m3u8
凤凰香港 https://al-pull2.hkatv.vip/live/phoenixPHK.m3u8
凤凰资讯,http://iptv.tvfix.org/hls/fhzx.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://hkss3.phoenixtv.com/fs/pic.stream/.m3u8
凤凰资讯,http://27.47.68.9:808/hls/33/index.m3u8
凤凰中文,http://iptv.tvfix.org/hls/fhzw.m3u8
凤凰中文,http://hkss3.phoenixtv.com/fs/pcc.stream/.m3u8
凤凰中文,http://27.47.68.14:808/hls/32/index.m3u8
凤凰香港,http://183.207.249.34/PLTV/3/224/3221226975/index.m3u8
凤凰香港,http://hkss3.phoenixtv.com/fs/phk.stream/.m3u8
凤凰香港,http://27.47.68.14:808/hls/34/index.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://zb.ios.ifeng.com/live/05QGDA0CIRK/index.m3u8
凤凰中文,http://223.110.245.139/PLTV/3/224/3221226922/index.m3u8
凤凰资讯,http://zb.ios.ifeng.com/live/05QGCOB3T34/index.m3u8
香港卫视,https://al-pull2.hkatv.vip/live/hktv20210929.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
澳门莲花,http://nettvpro.live/hls/lotustv.php
澳门莲花,http://anren.live/HK/BiIOU11uLA.m3u8
CNC中文台,http://source07.v.news.cn/live/CNC_CN/playlist.m3u8
CNC中文台,http://39.135.138.59:18890/PLTV/88888910/224/3221225694/index.m3u8
CNC英文台,http://source07.v.news.cn/live/CNC_EN/playlist.m3u8
CNC英文台,http://39.135.138.59:18890/PLTV/88888910/224/3221225693/index.m3u8
iPanda,http://117.148.179.167/PLTV/88888888/224/3221231651/index.m3u8
NHK华语视界,https://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8

NewTV频道,#genre#
超级体育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225622/index.m3u8
超级体育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225648/index.m3u8
超级体育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225767/index.m3u8
超级电影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225623/index.m3u8
超级电视剧,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225625/index.m3u8
超级电视剧,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225765/index.m3u8
超级综艺,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225620/index.m3u8
超级综艺,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225768/index.m3u8
金牌综艺,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225711/index.m3u8
黑莓动画,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225672/index.m3u8
黑莓电影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225718/index.m3u8
黑莓电影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225764/index.m3u8
黑莓电影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225769/index.m3u8
黑莓电竞,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225653/index.m3u8
黑莓电竞,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225749/index.m3u8
黑莓电竞,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225750/index.m3u8
东北热剧,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226202/index.m3u8
中国功夫,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225660/index.m3u8
军事评论,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225757/index.m3u8
军旅剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225669/index.m3u8
农业致富,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225670/index.m3u8
动作电影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225671/index.m3u8
古装剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225678/index.m3u8
家庭剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225713/index.m3u8
怡伴健康,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225666/index.m3u8
惊悚悬疑,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225717/index.m3u8
明星大片,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225716/index.m3u8
欢乐剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226210/index.m3u8
武搏世界,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225656/index.m3u8
海外剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225712/index.m3u8
潮妈辣婆,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225708/index.m3u8
炫舞未来,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225707/index.m3u8
爱情喜剧,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225748/index.m3u8
精品体育,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225709/index.m3u8
精品大剧,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225714/index.m3u8
精品纪录,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225710/index.m3u8

求索iHOT,#genre#
求索科学,http://39.135.189.194/0000000000001001/1/1.m3u8?Contentid=6000000002000032344&livemode=1&stbId=3&channel-id=wasusyt
求索记录,http://39.135.189.194/0000000000001001/1/1.m3u8?Contentid=6000000002000032052&livemode=1&stbId=3&channel-id=wasusyt
求索动物,http://39.135.189.194/0000000000001001/1/1.m3u8?Contentid=6000000002000010046&livemode=1&stbId=3&channel-id=wasusyt
求索生活,http://39.135.189.194/0000000000001001/1/1.m3u8?Contentid=6000000002000003382&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱经典,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000060630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱历史,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000150630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱旅行,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000250630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱美食,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000120630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱赛车,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000240630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱时尚,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000140630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱探索,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000300630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱体育,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000290630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱悬疑,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000050630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱都市,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000080630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱科学,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000160630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱动漫,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000280630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱喜剧,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000010630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱浪漫,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000040630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱院线,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000030630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱科幻,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000020630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱谍战,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000070630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱家庭,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000090630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱青春,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000100630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱奇谈,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000270630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱玩具,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000220630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱电竞,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000230630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱世界,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000210630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱怀旧,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000260630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱江湖,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000110630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱娱乐,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000130630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱解密,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000200630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱军武,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000170630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱幼教,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000180630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱猎奇,http://39.134.30.217/0000000000001000/1.m3u8?Contentid=6000000006000190630&livemode=1&stbId=3&channel-id=wasusyt


咪咕影视,#genre#
今日推荐,http://117.148.179.162/PLTV/88888888/224/3221231727/index.m3u8
喜剧联盟,http://117.148.179.154/PLTV/88888888/224/3221231621/index.m3u8
古天乐影院,http://117.148.179.176/PLTV/88888888/224/3221231645/index.m3u8
成龙作品集,http://117.148.179.163/PLTV/88888888/224/3221231687/index.m3u8
郭富城影院,http://117.148.179.152/PLTV/88888888/224/3221231688/index.m3u8
张国荣影院,http://117.148.179.177/PLTV/88888888/224/3221231790/index.m3u8
高分影院,http://117.148.179.182/PLTV/88888888/224/3221231699/index.m3u8
周润发影院,http://117.148.179.177/PLTV/88888888/224/3221231709/index.m3u8
怀旧老片,http://117.148.179.146/PLTV/88888888/224/3221231513/index.m3u8
周星驰影院,http://117.148.179.153/PLTV/88888888/224/3221231562/index.m3u8
午夜失眠剧场,http://117.148.179.141/PLTV/88888888/224/3221231516/index.m3u8
吴京作品集,http://117.148.179.183/PLTV/88888888/224/3221231564/index.m3u8
云上电影院,http://117.148.179.176/PLTV/88888888/224/3221231565/index.m3u8
每日科幻电影,http://117.148.179.160/PLTV/88888888/224/3221231568/index.m3u8
葛优作品集,http://117.148.179.139/PLTV/88888888/224/3221231754/index.m3u8
刘德华影院,http://117.148.179.154/PLTV/88888888/224/3221231757/index.m3u8
僵尸剧场,http://117.148.179.165/PLTV/88888888/224/3221231742/index.m3u8
刘亦菲影视展播,http://117.148.179.165/PLTV/88888888/224/3221231787/index.m3u8
TVB剧场,http://117.148.179.157/PLTV/88888888/224/3221231733/index.m3u8
金庸频道,http://117.148.179.132/PLTV/88888888/224/3221231477/index.m3u8
新片放映厅,http://117.148.179.160/PLTV/88888888/224/3221231640/index.m3u8
盗墓方法论,http://117.148.179.164/PLTV/88888888/224/3221231652/index.m3u8
试胆大会,http://117.148.179.166/PLTV/88888888/224/3221231672/index.m3u8
高能烧脑时刻,http://117.148.179.169/PLTV/88888888/224/3221231504/index.m3u8
杨幂作品集,http://117.148.179.183/PLTV/88888888/224/3221231556/index.m3u8
4K剧场,http://117.148.179.161/PLTV/88888888/224/3221231624/index.m3u8
爱情公寓,http://117.148.179.160/PLTV/88888888/224/3221231583/index.m3u8
军旅剧场,http://117.148.179.145/PLTV/88888888/224/3221231585/index.m3u8
SNH48剧场公演,http://117.148.179.139/PLTV/88888888/224/3221231622/index.m3u8
红色谍战剧场,http://117.148.179.169/PLTV/88888888/224/3221231627/index.m3u8
少林剧场,http://117.148.179.160/PLTV/88888888/224/3221231628/index.m3u8
神探狄仁杰,http://117.148.179.139/PLTV/88888888/224/3221231634/index.m3u8
黄金剧场,http://117.148.179.183/PLTV/88888888/224/3221231637/index.m3u8
追剧少女,http://117.148.179.179/PLTV/88888888/224/3221231643/index.m3u8
古龙作品集,http://117.148.179.160/PLTV/88888888/224/3221231657/index.m3u8
经典贺岁片,http://117.148.179.159/PLTV/88888888/224/3221231679/index.m3u8
每日荐影,http://117.148.179.162/PLTV/88888888/224/3221231727/index.m3u8
武侠剧场,http://117.148.179.160/PLTV/88888888/224/3221231763/index.m3u8

体育赛事,#genre#
NBA Live1,http://pullhls3948069e.live.126.net/live/n1/playlist.m3u8
NBA Live2,http://pullhls3948069e.live.126.net/live/n2/playlist.m3u8
NBA Live3,http://pullhls3948069e.live.126.net/live/n3/playlist.m3u8
NBA Live4,http://pullhls3948069e.live.126.net/live/n4/playlist.m3u8
NBA Live5,http://pullhls3948069e.live.126.net/live/n5/playlist.m3u8
NBA Live6,http://pullhls3948069e.live.126.net/live/n6/playlist.m3u8
NBA Live7,http://pullhls3948069e.live.126.net/live/n7/playlist.m3u8
NBA Live8,http://pullhls3948069e.live.126.net/live/n8/playlist.m3u8
NBA Live9,http://pullhls3948069e.live.126.net/live/n9/playlist.m3u8
NBA Live10,http://pullhls3948069e.live.126.net/live/n10/playlist.m3u8
NBA Live11,http://pullhls3948069e.live.126.net/live/n11/playlist.m3u8
NBA Live12,http://pullhls3948069e.live.126.net/live/n12/playlist.m3u8
MG1,http://39.135.46.102:6610/PLTV/77777777/224/3221225935/index.m3u8?hls
MG2,http://39.135.46.102:6610/PLTV/77777777/224/3221225876/index.m3u8?hls
0MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225851/index.m3u8?hls
1MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225849/index.m3u8?hls
2MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225848/index.m3u8?hls
3MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225846/index.m3u8?hls
4MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225845/index.m3u8?hls
5MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225843/index.m3u8?hls
6MG体育*,http://39.135.46.102:6610/PLTV/77777777/224/3221225842/index.m3u8?hls
7MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225840/index.m3u8?hls
8MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225839/index.m3u8?hls
9MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225837/index.m3u8?hls
10MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225834/index.m3u8?hls
11MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225820/index.m3u8?hls
12MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225817/index.m3u8?hls
14MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225811/index.m3u8?hls
15MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225808/index.m3u8?hls
16MG体育*,http://39.135.46.102:6610/PLTV/77777777/224/3221225805/index.m3u8?hls
17MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225802/index.m3u8?hls
18MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225799/index.m3u8?hls
19MG体育*,http://39.135.46.102:6610/PLTV/77777777/224/3221225796/index.m3u8?hls
20MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225793/index.m3u8?hls
21MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225792/index.m3u8?hls
22MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225789/index.m3u8?hls
23MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225786/index.m3u8?hls
24MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225783/index.m3u8?hls
25MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225780/index.m3u8?hls
26MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225777/index.m3u8?hls
27MG体育*,http://39.135.46.102:6610/PLTV/77777777/224/3221225774/index.m3u8?hls
28MG体育*,http://39.135.46.102:6610/PLTV/77777777/224/3221225771/index.m3u8?hls
29MG体育*,http://39.135.46.102:6610/PLTV/77777777/224/3221225769/index.m3u8?hls
31MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225920/index.m3u8?hls
32MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225917/index.m3u8?hls
33MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225914/index.m3u8?hls
34MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225911/index.m3u8?hls
35MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225908/index.m3u8?hls
36MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225905/index.m3u8?hls
37MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225902/index.m3u8?hls
38MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225899/index.m3u8?hls
39MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225896/index.m3u8?hls
40MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225893/index.m3u8?hls
41MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225871/index.m3u8?hls
42MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225868/index.m3u8?hls
43MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225865/index.m3u8?hls
44MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225862/index.m3u8?hls
45MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225861/index.m3u8?hls
46MG体育*,http://39.135.46.102:6610/PLTV/77777777/224/3221225860/index.m3u8?hls
47MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225859/index.m3u8?hls
48MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225858/index.m3u8?hls
49MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225857/index.m3u8?hls
50MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225856/index.m3u8?hls
51MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225855/index.m3u8?hls
52MG体育*,http://39.135.46.102:6610/PLTV/77777777/224/3221225854/index.m3u8?hls
53MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225853/index.m3u8?hls
54MG体育,http://39.135.46.102:6610/PLTV/77777777/224/3221225852/index.m3u8?hls

👓玩转原力,#genre#
凤凰中文台,P2p://ns2.hellotvvod.com:9906/66fe4a4654ff4fe7bab0f1a6c78c0d69.ts
凤凰资讯台,P2p://ns2.hellotvvod.com:9906/f6d250afb1d14fd385e7ec57aa42817b.ts
凤凰香港台,P2p://ns2.hellotvvod.com:9906/63086e48b5134cbe935f6dec628c2ec0.ts
港台电视31,P2p://ns2.hellotvvod.com:9906/f937e46ace204b39867ecf97830cbccd.ts
港台电视32,P2p://ns2.hellotvvod.com:9906/f8d800e3ca3e489282d8148aa110506b.ts
香港开电视,P2p://ns2.hellotvvod.com:9906/470976e04f0a4fb594c427c44b67fef0.ts
翡翠台(备),P2p://ns2.hellotvvod.com:9906/61ab74d2000c56d914e7a7702f0c341f.ts
J2,P2p://ns2.hellotvvod.com:9906/ef1f8f599d5b4a7fb65876cf1c5bfb32.ts
无线新闻台(备),P2p://ns2.hellotvvod.com:9906/7511f7b73d6c4b5ba58312b68126d64f.ts
无线新闻台,P2p://ns2.hellotvvod.com:9906/3de37bd7c3c142c6a5672b61f19b26c1.ts
无线财经·资讯台,P2p://ns2.hellotvvod.com:9906/110addd60b164e1abc64b435dd982b2f.ts
ViuTVsix,P2p://ns2.hellotvvod.com:9906/a41f7686313a40c99d70e40021f6b5e1.ts
ViuTV,P2p://ns2.hellotvvod.com:9906/8b2474277a42401390813068c642e390.ts
TVB星河(粤),P2p://ns2.hellotvvod.com:9906/11d487b87ad24374a70f338ee8fffd0b.ts
阳光卫视,P2p://ns2.hellotvvod.com:9906/6b7c628389e7448484ce0d7ef89b1f7c.ts
澳门-MACAU,P2p://ns2.hellotvvod.com:9906/d0bdd6dd2e3747ed9611bc286a157d4f.ts
澳门莲花,P2p://ns2.hellotvvod.com:9906/c55c6ac182ab4cb38992449f6d155d81.ts
